living_space,rooms,cold_rent,construction_year,quarter,city,postcode,heating_type,rent_per_square_meter,latitude,longitude,publish_year,publish_month,geometry,1km_tile,square_m_per_person
57.6,1.5,600.0,1960.0,Horn,Hamburg,22111,7,12.504000000000001,53.553221172607316,10.076349450113788,2018,3,POINT (10.07634945011379 53.55322117260732),7134,30.96
105.6,4.5,1518.0,1967.0,Wandsbek,Hamburg,22047,7,17.256,53.59582189420666,10.081276885760088,2018,1,POINT (10.08127688576009 53.59582189420666),7139,37.68
114.0,3.5,1548.0,1976.0,Blankenese,Hamburg,22587,5,16.296,53.56724518674336,9.79729062795526,2018,9,POINT (9.79729062795526 53.56724518674336),5235,59.26
63.6,2.5,1080.0,1938.0,Barmbek-Süd,Hamburg,22083,5,20.375999999999998,53.57682584901385,10.025866425676801,2018,7,POINT (10.0258664256768 53.57682584901385),6736,37.43
96.9,3.0,1440.0,2020.0,Bramfeld,Hamburg,22177,5|3,17.832,53.59472337139384,10.058399080455233,2018,5,POINT (10.05839908045523 53.59472337139384),7038,38.15
73.2,2.5,401.80800000000005,1974.0,Osdorf,Hamburg,22549,1,6.587999999999999,53.592073939951675,9.846401451107221,2018,7,POINT (9.846401451107221 53.59207393995167),5638,40.27
150.0,5.5,1500.0,1904.0,Altona-Nord,Hamburg,22765,5,12.0,53.56133133649471,9.946571615363684,2018,1,POINT (9.946571615363684 53.56133133649471),6235,34.22
82.08,3.5,1308.0,2004.0,Eimsbüttel,Hamburg,22527,5,19.128,53.58176876039709,9.938449397221671,2018,2,POINT (9.938449397221671 53.58176876039709),6237,38.7
79.98,3.5,897.6,1964.0,Marienthal,Hamburg,22043,5,13.464,53.56494582119053,10.074916019113825,2018,2,POINT (10.07491601911383 53.56494582119053),7135,47.29
218.4,5.5,2928.0,1997.0,Nienstedten,Hamburg,22609,10,16.092,53.557045759867066,9.851311414758396,2018,5,POINT (9.851311414758396 53.55704575986707),5634,54.23
64.584,2.5,741.096,1996.0,Lokstedt,Hamburg,22529,5,13.764000000000001,53.59080452590311,9.959702998380171,2018,5,POINT (9.959702998380171 53.59080452590311),6338,38.87
105.48,3.5,1473.6,2018.0,Othmarschen,Hamburg,22763,7,16.764,53.55779828695879,9.903371468715212,2018,9,POINT (9.903371468715212 53.55779828695879),5934,54.48
61.2,2.5,1440.0,2021.0,Rotherbaum,Hamburg,20146,5,28.236,53.564547603674576,9.979741033079604,2018,10,POINT (9.979741033079604 53.56454760367458),6435,49.71
44.94,2.0,370.30800000000005,1955.0,Wandsbek,Hamburg,22041,8,9.888,53.57414390422928,10.078635306748225,2018,2,POINT (10.07863530674823 53.57414390422928),7136,37.68
98.49600000000001,3.5,1314.0,2021.0,Bramfeld,Hamburg,22175,7,16.008,53.62622571130677,10.117509614766448,2018,5,POINT (10.11750961476645 53.62622571130677),7342,38.15
136.308,3.5,2043.6,2013.0,Neustadt,Hamburg,20355,7,17.988,53.55073709946723,9.976030282087557,2018,5,POINT (9.976030282087557 53.55073709946723),6433,36.68
82.92,3.5,719.7360000000001,1996.0,Neugraben-Fischbek,Hamburg,21149,5,10.415999999999999,53.47108705210796,9.845552755023931,2018,9,POINT (9.845552755023931 53.47108705210796),5625,37.42
86.4,3.0,1416.0,1922.0,Ottensen,Hamburg,22765,8,19.668,53.550335199315136,9.926531252318236,2018,8,POINT (9.926531252318236 53.55033519931514),6133,38.71
159.6,4.5,1380.0,1994.0,Bergstedt,Hamburg,22395,5,10.38,53.65832210707061,10.137314246820962,2018,1,POINT (10.13731424682096 53.65832210707061),7546,45.14
70.656,2.5,988.8,1942.0,Horn,Hamburg-Horn,22119,4,16.788,53.554441884692494,10.089966643569985,2018,7,POINT (10.08996664356999 53.55444188469249),7234,30.96
60.0,2.5,690.0,1878.0,Borgfelde,Hamburg,20535,19,13.8,53.55687579386794,10.029006306776363,2018,5,POINT (10.02900630677636 53.55687579386794),6834,33.6
75.6,2.5,831.6,1932.0,Ohlsdorf,Hamburg,22335,10,13.2,53.62355430544004,10.02774768238033,2018,12,POINT (10.02774768238033 53.62355430544004),6742,39.84
78.0,3.0,912.0,1956.0,Niendorf,Hamburg,22459,5,14.027999999999999,53.62655584502842,9.935720906271223,2018,8,POINT (9.935720906271223 53.62655584502842),6142,43.54
118.764,3.5,1425.6,2022.0,Sinstorf,Hamburg,21077,7,14.4,53.427075741024936,9.97350380838631,2018,10,POINT (9.97350380838631 53.42707574102494),6420,37.2
81.6,3.5,493.62,1967.0,Rahlstedt,Hamburg,22143,1,7.26,53.60007995312087,10.181405309789154,2018,7,POINT (10.18140530978915 53.60007995312087),7839,39.75
104.72399999999999,3.5,958.8,1986.0,Eidelstedt,Hamburg,22523,5,10.992,53.61222967929365,9.897523724230377,2018,7,POINT (9.897523724230377 53.61222967929365),5940,37.07
75.6,3.5,1350.0,1932.0,Eppendorf,Hamburg,20251,5,21.432,53.595909998714845,9.977261417957918,2018,11,POINT (9.977261417957918 53.59590999871484),6439,46.44
92.4,3.0,864.0,1989.0,Horn,Hamburg,22119,10,11.22,53.55333871167888,10.09124939137519,2018,11,POINT (10.09124939137519 53.55333871167888),7234,30.96
88.044,3.5,581.0880000000001,2018.0,Eidelstedt,Hamburg,22527,4,7.92,53.60666156417432,9.905791894641585,2018,10,POINT (9.905791894641585 53.60666156417432),5940,37.07
66.0,2.5,811.2,2002.0,Wandsbek,Hamburg,22041,6,14.748,53.579628738430365,10.076869487059048,2018,12,POINT (10.07686948705905 53.57962873843037),7137,37.68
195.6,4.0,1980.0,2019.0,Wohldorf-Ohlstedt,Hamburg Ohlstedt,22397,5,12.144,53.69497902821713,10.131857436694547,2018,2,POINT (10.13185743669455 53.69497902821713),7450,59.65
30.0,1.5,648.0,1959.0,Winterhude,Hamburg-Winterhude,22299,7,25.92,53.592459751372566,9.999341627743467,2018,5,POINT (9.999341627743467 53.59245975137257),6638,41.84
52.14,2.5,732.0,2022.0,Stellingen,Hamburg,22527,1,16.848,53.59916120442618,9.92755276126425,2018,12,POINT (9.92755276126425 53.59916120442618),6139,38.7
61.2,2.5,708.0,1971.0,Lohbrügge,Hamburg,21031,7,13.884,53.50906695936415,10.215998824877293,2018,5,POINT (10.21599882487729 53.50906695936415),8029,38.07
144.0,3.5,2820.0,2014.0,Winterhude,Hamburg,22303,5,23.496,53.583714132911,10.015108954923052,2018,12,POINT (10.01510895492305 53.583714132911),6737,41.84
69.6,3.0,823.2,1941.0,Eimsbüttel,Hamburg,20144,7,14.196,53.5697843224034,9.973693895665868,2018,12,POINT (9.973693895665868 53.5697843224034),6436,38.35
66.984,2.5,787.2,1961.0,Hamm-Mitte,Hamburg,20537,7,14.1,53.55413514917365,10.052868987923986,2018,4,POINT (10.05286898792399 53.55413514917365),6934,35.77
158.4,4.5,1668.0,2012.0,Lohbrügge,Hamburg,21031,5,12.636,53.493103259802275,10.206968930544091,2018,7,POINT (10.20696893054409 53.49310325980228),8027,38.07
44.652,1.5,543.6,1974.0,Wandsbek,Hamburg,22047,6,14.604000000000001,53.58105607187365,10.094276080288331,2018,2,POINT (10.09427608028833 53.58105607187365),7237,37.68
120.0,3.5,1896.0,2019.0,Niendorf,"Hamburg, Groß Borstel",22453,5,18.96,53.60972517115958,9.964234903828023,2018,7,POINT (9.964234903828023 53.60972517115958),6340,43.54
142.716,4.5,1712.4,2004.0,Othmarschen,Hamburg,22763,7,14.4,53.559615580394755,9.909410863699165,2018,7,POINT (9.909410863699165 53.55961558039476),6034,54.48
69.768,2.5,976.752,1954.0,Hamm-Mitte,Hamburg,20537,7,16.8,53.55513846773863,10.049749375173784,2018,8,POINT (10.04974937517378 53.55513846773863),6934,35.77
85.2,3.5,900.0,1999.0,Schnelsen,Hamburg,22459,5,12.672,53.63297123723702,9.924631595232267,2018,10,POINT (9.924631595232267 53.63297123723702),6143,40.65
57.276,2.5,492.564,2022.0,Stellingen,Hamburg,22527,4,10.32,53.600191192100354,9.928730227380903,2018,12,POINT (9.928730227380903 53.60019119210035),6139,38.7
110.616,4.0,1501.2,2018.0,Stellingen,Hamburg,22525,1,16.284000000000002,53.586792137532846,9.929272305025133,2018,7,POINT (9.929272305025133 53.58679213753285),6137,38.7
73.692,3.0,643.332,1963.0,Wandsbek,Hamburg,22049,1,10.475999999999999,53.59227119271759,10.078437844825551,2018,11,POINT (10.07843784482555 53.59227119271759),7138,37.68
157.93200000000002,5.0,2280.0,1932.0,Winterhude,Hamburg,22299,7,17.328,53.59793418084402,9.9956052044374,2018,2,POINT (9.9956052044374 53.59793418084402),6539,41.84
140.856,3.5,1618.8,1993.0,Wellingsbüttel,Hamburg,22391,8,13.788,53.64016392133982,10.064559444460656,2018,8,POINT (10.06455944446066 53.64016392133982),7044,57.24
120.0,3.5,1620.0,1993.0,Volksdorf,Hamburg,22359,5,16.2,53.64679537286154,10.177258653386888,2018,9,POINT (10.17725865338689 53.64679537286154),7744,48.8
120.0,4.5,1320.0,2019.0,Bergedorf,Hamburg,21029,5,13.2,53.49099331903596,10.21025871103348,2018,4,POINT (10.21025871103348 53.49099331903596),8027,39.11
82.212,3.5,1080.0,1908.0,Horn,Hamburg,22111,5,15.767999999999999,53.549755080512284,10.0833797458233,2018,9,POINT (10.0833797458233 53.54975508051228),7133,30.96
55.08,2.5,571.2,2001.0,Eidelstedt,Hamburg,22523,7,12.444,53.60933947289313,9.905663658359515,2018,11,POINT (9.905663658359515 53.60933947289313),5940,37.07
52.8,2.5,708.0,2017.0,Alsterdorf,Hamburg,22297,7,16.092,53.61088478151999,10.02410952273,2018,4,POINT (10.02410952273 53.61088478151999),6740,40.84
60.0,2.5,504.0,1963.0,Eißendorf,Hamburg,21073,5,10.08,53.456745063322785,9.958893541843414,2018,8,POINT (9.958893541843414 53.45674506332278),6323,38.77
51.336000000000006,2.5,924.0,1957.0,Barmbek-Nord,Hamburg,22307,11,21.6,53.598022650293075,10.05434551221756,2018,12,POINT (10.05434551221756 53.59802265029307),6939,37.08
51.42,1.5,605.556,1965.0,Eilbek,Hamburg,22089,24,14.136,53.565965125965825,10.035959287884099,2018,7,POINT (10.0359592878841 53.56596512596582),6835,38.37
50.748000000000005,2.5,642.744,1904.0,Barmbek-Süd,Hamburg,22083,5,15.204,53.577427815458066,10.02188727298456,2018,2,POINT (10.02188727298456 53.57742781545807),6736,37.43
67.68,2.5,1066.8,2022.0,Hammerbrook,Hamburg,20097,1,18.912,53.54561824377201,10.020097365007407,2018,7,POINT (10.02009736500741 53.54561824377201),6733,29.96
48.816,2.0,497.92800000000005,1934.0,Dulsberg,Hamburg,22049,7,12.24,53.58321615503971,10.063466088873957,2018,2,POINT (10.06346608887396 53.58321615503971),7037,32.97
198.0,4.5,2760.0,2016.0,Rissen,Hamburg,22559,11,16.727999999999998,53.575903316512345,9.773282860090896,2018,11,POINT (9.773282860090896 53.57590331651235),5136,48.74
86.4,3.5,954.0,1964.0,Niendorf,Hamburg,22459,5,13.248,53.63101533083706,9.947192351838623,2018,4,POINT (9.947192351838623 53.63101533083706),6242,43.54
31.2,1.5,436.8,1977.0,Rissen,Hamburg,22559,7,16.8,53.58288693059782,9.752413251699387,2018,8,POINT (9.752413251699387 53.58288693059782),4937,48.74
56.4,2.5,846.0,1941.0,Barmbek-Nord,Hamburg,22307,7,18.0,53.601669980547285,10.044885832477984,2018,1,POINT (10.04488583247798 53.60166998054729),6939,37.08
180.0,4.5,2940.0,1904.0,Rotherbaum,Hamburg,20148,5,19.596,53.570606360120685,9.988124540126273,2018,10,POINT (9.988124540126273 53.57060636012068),6536,49.71
62.4,2.5,708.0,1998.0,Heimfeld,Hamburg,21075,5,13.62,53.46316882432006,9.961742411126464,2018,11,POINT (9.961742411126464 53.46316882432006),6324,35.31
69.6,2.5,795.6,2005.0,Wandsbek,Hamburg,22047,7,13.716,53.59455575483588,10.081259249117169,2018,3,POINT (10.08125924911717 53.59455575483588),7138,37.68
112.8,3.5,1332.0,2019.0,Harburg,Hamburg,21079,7,14.172,53.46408510775964,9.987511830688902,2018,5,POINT (9.987511830688902 53.46408510775964),6524,31.25
81.6,3.5,541.572,1968.0,Rahlstedt,Hamburg,22145,1,7.968,53.62882989324258,10.173187184056088,2018,4,POINT (10.17318718405609 53.62882989324258),7742,39.75
54.816,2.5,524.4,1999.0,Harburg,Hamburg,21073,5,11.484000000000002,53.45226682178635,9.974251912240259,2018,2,POINT (9.974251912240259 53.45226682178635),6423,31.25
80.4,3.5,486.63599999999997,1968.0,Rahlstedt,Hamburg,22145,1,7.26,53.629418428316576,10.175717918951463,2018,8,POINT (10.17571791895146 53.62941842831658),7742,39.75
63.6,3.0,804.0,1958.0,Hamm-Nord,Hamburg,20535,5,15.168,53.562835791061794,10.050018132726962,2018,1,POINT (10.05001813272696 53.56283579106179),6935,35.77
74.64,3.5,780.0,1965.0,Tonndorf,Hamburg,22045,6,12.54,53.59240845913122,10.131858099327896,2018,9,POINT (10.1318580993279 53.59240845913122),7438,40.03
60.948,2.5,933.6,2022.0,Eidelstedt,Hamburg,22525,10,18.384,53.602348447947904,9.911972785714823,2018,11,POINT (9.911972785714823 53.6023484479479),6039,37.07
92.4,3.5,1500.0,2022.0,Alsterdorf,Hamburug,22335,5,19.476,53.61919370364409,10.012317469419463,2018,11,POINT (10.01231746941946 53.61919370364409),6641,40.84
108.0,3.5,1356.0,1910.0,Othmarschen,Hamburg,22605,5,15.072000000000001,53.55522784645459,9.880475771651662,2018,7,POINT (9.880475771651662 53.55522784645459),5834,54.48
53.711999999999996,2.5,390.49199999999996,1964.0,Osdorf,Hamburg,22549,7,8.724,53.57362621158558,9.860484359077967,2018,7,POINT (9.860484359077967 53.57362621158558),5636,40.27
59.148,2.5,1248.0,1937.0,Winterhude,Hamburg,22301,7,25.32,53.58932593891668,10.008726642350538,2018,10,POINT (10.00872664235054 53.58932593891668),6638,41.84
86.244,3.5,758.4,1997.0,Langenbek,Hamburg,21079,5,10.548,53.43101426124972,9.99405041425494,2018,9,POINT (9.994050414254939 53.43101426124972),6620,39.58
127.2,3.5,2035.2,1984.0,Altona-Altstadt,Hamburg,22767,7,19.2,53.54651518027146,9.937504182495001,2018,12,POINT (9.937504182495001 53.54651518027146),6233,34.86
86.4,2.5,1260.0,2022.0,Eilbek,Hamburg,22089,7,17.496,53.565415276217216,10.045996714982172,2018,10,POINT (10.04599671498217 53.56541527621722),6935,38.37
148.17600000000002,3.5,2100.0,2021.0,Hammerbrook,Hamburg,20097,7,17.004,53.548287950177105,10.015785182779018,2018,2,POINT (10.01578518277902 53.54828795017711),6733,29.96
74.4,2.5,714.0,1983.0,Bramfeld,Hamburg,22179,5,11.52,53.60320887051344,10.094767399615646,2018,2,POINT (10.09476739961565 53.60320887051344),7239,38.15
102.21600000000001,3.0,1686.0,2022.0,Bahrenfeld,Hamburg,22607,5,19.788,53.5727491952287,9.875332188446194,2018,7,POINT (9.875332188446194 53.5727491952287),5736,35.84
276.0,8.5,3372.0,1922.0,Uhlenhorst,Hamburg,22087,7,14.664000000000001,53.56740598821241,10.029916039973212,2018,2,POINT (10.02991603997321 53.56740598821241),6835,47.69
43.343999999999994,1.5,552.0,1985.0,St. Georg,Hamburg,20099,7,15.288,53.55737962817401,10.011718925742656,2018,12,POINT (10.01171892574266 53.55737962817401),6734,38.67
18.0,1.5,336.0,1975.0,Winterhude,Hamburg-Winterhude,22299,1,22.404,53.595365472850105,9.996340434903415,2018,12,POINT (9.996340434903415 53.5953654728501),6538,41.84
78.0,2.5,660.0,1977.0,Bergedorf,Hamburg,21035,5,10.152000000000001,53.47509359720754,10.194897572799766,2018,9,POINT (10.19489757279977 53.47509359720754),7925,39.11
76.8,2.5,806.4,2004.0,Hummelsbüttel,Hamburg,22339,5,12.6,53.64035348562978,10.048128564440963,2018,8,POINT (10.04812856444096 53.64035348562978),6944,41.27
50.28,2.5,502.8,1960.0,Barmbek-Nord,Hamburg,22305,7,12.0,53.58755586536337,10.05552678795686,2018,9,POINT (10.05552678795686 53.58755586536337),6938,37.08
184.86,6.5,2238.0,1914.0,Groß Flottbek,Hamburg,22607,5,14.532,53.559598846090545,9.888695186519108,2018,11,POINT (9.888695186519108 53.55959884609054),5834,49.29
62.388000000000005,2.5,1020.0,1959.0,Dulsberg,Hamburg,22049,8,19.62,53.5874248978221,10.062798515652727,2018,11,POINT (10.06279851565273 53.5874248978221),7038,32.97
77.82,3.5,716.4,1930.0,Harburg,Hamburg,21073,5,11.052,53.456475113991615,9.970830314877713,2018,11,POINT (9.970830314877713 53.45647511399162),6423,31.25
57.96,2.0,353.556,2022.0,Heimfeld,Hamburg,21075,1,7.32,53.462276056519784,9.96191110734819,2018,9,POINT (9.96191110734819 53.46227605651978),6324,35.31
56.652,2.5,570.0,1934.0,Wandsbek,Hamburg,22049,7,12.072000000000001,53.58287471869423,10.071609282206524,2018,1,POINT (10.07160928220652 53.58287471869423),7037,37.68
60.0,2.5,372.01199999999994,1982.0,Jenfeld,Hamburg,22045,5,7.44,53.57475534238801,10.139886515563788,2018,3,POINT (10.13988651556379 53.57475534238801),7536,31.6
66.18,2.5,1125.6,1917.0,Bahrenfeld,Hamburg,22761,5,20.412,53.565421792113895,9.9290003966368,2018,8,POINT (9.9290003966368 53.5654217921139),6135,35.84
87.072,3.5,1380.0,2014.0,HafenCity,"Hamburg, HafenCity",20457,7,19.02,53.542795894639426,9.998592968183132,2018,9,POINT (9.998592968183132 53.54279589463943),6633,50.0
97.2,3.5,1002.0,2018.0,Bergedorf,Hamburg,21029,5,12.372,53.480775913234865,10.228567873471686,2018,1,POINT (10.22856787347169 53.48077591323487),8126,39.11
93.936,4.5,704.52,1972.0,Lohbrügge,Hamburg,21031,7,9.0,53.50937580934526,10.200137239729123,2018,9,POINT (10.20013723972912 53.50937580934526),7929,38.07
66.0,2.5,780.0,2016.0,Bergedorf,Hamburg / Bergedorf,21029,5,14.184000000000001,53.4807210002611,10.22870504321766,2018,2,POINT (10.22870504321766 53.4807210002611),8126,39.11
112.8,3.5,1855.2,2010.0,St. Pauli,Hamburg,20359,1,19.74,53.55053456063625,9.966730121896383,2018,10,POINT (9.966730121896383 53.55053456063625),6433,35.06
96.0,3.5,1056.0,1999.0,Niendorf,Hamburg,22453,11,13.2,53.60737391109635,9.960331187246963,2018,9,POINT (9.960331187246963 53.60737391109635),6340,43.54
70.8,2.5,763.2,1963.0,Barmbek-Nord,Hamburg-Barmbek,22307,1,12.936,53.60010569834457,10.03742650805988,2018,2,POINT (10.03742650805988 53.60010569834457),6839,37.08
25.2,1.5,418.8,1958.0,Winterhude,Hamburg,22301,6,19.944000000000003,53.58743090563629,10.012767909117642,2018,11,POINT (10.01276790911764 53.58743090563629),6738,41.84
93.0,3.5,818.4,2022.0,Schnelsen,Hamburg,22457,5,10.56,53.63889198773903,9.91104171911057,2018,2,POINT (9.911041719110569 53.63889198773903),6043,40.65
84.0,2.5,1200.0,1904.0,Harvestehude,Hamburg,20149,6,17.148,53.57785782514782,9.996923507321755,2018,1,POINT (9.996923507321755 53.57785782514782),6637,56.42
120.0,3.5,1680.0,2012.0,Barmbek-Süd,Hamburg,22083,1,16.8,53.57843684719613,10.031637779652264,2018,2,POINT (10.03163777965226 53.57843684719613),6837,37.43
57.623999999999995,2.5,651.156,1966.0,Bramfeld,Hamburg,22177,5,13.56,53.60067169554951,10.05803939772034,2018,1,POINT (10.05803939772034 53.60067169554951),7039,38.15
261.6,5.5,3840.0,2004.0,Groß Flottbek,Hamburg,22607,11,17.616,53.56065435550495,9.868710721463305,2018,5,POINT (9.868710721463305 53.56065435550495),5734,49.29
71.52,3.5,900.0,1959.0,Langenhorn,Hamburg,22415,5,15.095999999999998,53.64938746839447,10.020895743861102,2018,1,POINT (10.0208957438611 53.64938746839447),6744,35.94
101.16,3.5,1476.0,2022.0,Wandsbek,Hamburg,22041,7,17.508,53.57395343082159,10.060835729182068,2018,12,POINT (10.06083572918207 53.57395343082159),7036,37.68
62.4,2.5,543.72,1964.0,Harburg,Hamburg,21073,6,10.452,53.458935091650076,9.97150035634777,2018,1,POINT (9.97150035634777 53.45893509165008),6423,31.25
48.0,1.5,660.0,1979.0,Groß Flottbek,Hamburg,22607,10,16.5,53.57046148858837,9.874053142629476,2018,5,POINT (9.874053142629476 53.57046148858837),5736,49.29
68.08800000000001,2.5,648.0,1973.0,Bergedorf,Hamburg,21033,7,11.424000000000001,53.49077836676958,10.178667034400574,2018,11,POINT (10.17866703440057 53.49077836676958),7827,39.11
87.6,4.5,675.8639999999999,1943.0,Finkenwerder,Hamburg,21129,5,9.264,53.53130421874982,9.8784914333461,2018,8,POINT (9.878491433346101 53.53130421874982),5831,36.98
76.8,2.5,1140.0,1919.0,Wandsbek,Hamburg,22041,5,17.808,53.582487030185526,10.080027803260986,2018,1,POINT (10.08002780326099 53.58248703018553),7137,37.68
117.6,3.5,1680.0,1975.0,Rotherbaum,Hamburg,20148,5,17.148,53.567309336881934,9.997291494946849,2018,9,POINT (9.997291494946849 53.56730933688193),6635,49.71
55.2,2.5,714.0,1977.0,Neugraben-Fischbek,Hamburg-Neugraben,21149,6,15.515999999999998,53.47278712545327,9.857884784838925,2018,8,POINT (9.857884784838925 53.47278712545327),5625,37.42
60.0,2.5,876.0,2003.0,Fuhlsbüttel,Hamburg / Hummelsbüttel,22339,5,17.52,53.63699770722503,10.031587719578408,2018,9,POINT (10.03158771957841 53.63699770722503),6843,41.57
167.4,6.0,2256.0,1932.0,Winterhude,Hamburg,22301,7,16.176,53.58850637525968,10.003628378849086,2018,4,POINT (10.00362837884909 53.58850637525968),6638,41.84
61.523999999999994,2.5,756.0,1958.0,Borgfelde,Hamburg,20535,7,14.748,53.556501785004436,10.031178456957136,2018,5,POINT (10.03117845695714 53.55650178500444),6834,33.6
80.4,3.5,581.52,2003.0,Lurup,Hamburg,22547,7,8.676,53.60136571691257,9.880305225279104,2018,3,POINT (9.880305225279104 53.60136571691257),5839,34.14
128.4,3.5,2520.0,2011.0,HafenCity,Hamburg,20457,7,23.555999999999997,53.54115571418644,9.989202959747477,2018,5,POINT (9.989202959747477 53.54115571418644),6532,50.0
71.76,2.5,1560.0,1909.0,Neustadt,Hamburg,20459,7,26.088,53.54609984013201,9.973432646330382,2018,2,POINT (9.973432646330382 53.54609984013201),6433,36.68
64.572,2.5,1069.2,2014.0,Winterhude,Hamburg,22303,7,19.872,53.584324078028935,10.017879941762503,2018,9,POINT (10.0178799417625 53.58432407802893),6737,41.84
87.912,3.5,984.0,1931.0,Heimfeld,Hamburg,21075,5,13.427999999999999,53.467804665039246,9.957600790490575,2018,11,POINT (9.957600790490575 53.46780466503925),6324,35.31
57.456,2.5,864.0,1955.0,Ottensen,Hamburg / Ottensen,22763,2,18.048,53.55127296769138,9.92567307895828,2018,12,POINT (9.92567307895828 53.55127296769138),6133,38.71
61.2,2.5,795.6,1942.0,Horn,Hamburg-Horn,22119,4,15.6,53.5544967062554,10.08973728677765,2018,4,POINT (10.08973728677765 53.5544967062554),7234,30.96
93.6,2.5,750.0,1911.0,Heimfeld,Hamburg,21075,10,9.612,53.468096850252024,9.959570095376828,2018,8,POINT (9.959570095376828 53.46809685025202),6324,35.31
84.0,3.5,822.0,1970.0,Rahlstedt,Hamburg,22149,7,11.748,53.586684319064744,10.151176333826962,2018,8,POINT (10.15117633382696 53.58668431906474),7638,39.75
108.84,3.5,1594.5120000000002,2018.0,Ottensen,Hamburg,22763,7,17.58,53.55446667123285,9.919670959643609,2018,10,POINT (9.919670959643609 53.55446667123285),6034,38.71
72.0,2.5,828.0,1964.0,Neugraben-Fischbek,Hamburg,21147,6,13.8,53.47968501784057,9.859130282717368,2018,11,POINT (9.859130282717368 53.47968501784057),5725,37.42
57.6,2.5,451.62,1934.0,Bahrenfeld,Hamburg,22761,5,9.408,53.57268407469589,9.893574935340883,2018,3,POINT (9.893574935340883 53.57268407469589),5936,35.84
70.8,2.5,921.6,1959.0,Hoheluft-Ost,Hamburg,20251,7,15.624,53.5848780328951,9.972705192243533,2018,1,POINT (9.972705192243533 53.5848780328951),6437,44.75
85.2,3.5,529.356,1972.0,Jenfeld,Hamburg,22045,7,7.452000000000001,53.576447096179784,10.142157069899216,2018,4,POINT (10.14215706989922 53.57644709617978),7537,31.6
61.2,3.0,455.76,1956.0,Harburg,Hamburg,21073,5,8.94,53.453688583290045,9.976922137008152,2018,1,POINT (9.976922137008152 53.45368858329005),6423,31.25
111.204,3.5,1560.0,2021.0,Lokstedt,Hamburg,22529,5,16.836,53.60176924064064,9.952571908579065,2018,3,POINT (9.952571908579065 53.60176924064064),6339,38.87
72.0,2.5,708.0,1964.0,Sasel,Hamburg,22395,5,11.796,53.65349150962433,10.102587267982802,2018,7,POINT (10.1025872679828 53.65349150962433),7245,50.88
88.176,2.5,834.0,1986.0,Poppenbüttel,Hamburg,22393,5,11.352,53.651493435527144,10.095284863649905,2018,4,POINT (10.0952848636499 53.65149343552714),7245,47.77
60.516000000000005,2.5,393.36,2022.0,Neugraben-Fischbek,Hamburg,21149,1,7.8,53.464894526635725,9.814032614621539,2018,8,POINT (9.814032614621539 53.46489452663572),5424,37.42
51.6,1.5,421.14,1971.0,Marmstorf,Hamburg,21077,7,9.792,53.431976700611365,9.970724352242764,2018,5,POINT (9.970724352242764 53.43197670061137),6420,43.13
85.632,3.5,1712.64,2022.0,Eppendorf,Hamburg,20251,7,24.0,53.59272335179311,9.98813391768659,2018,10,POINT (9.988133917686589 53.59272335179311),6538,46.44
39.6,1.5,660.0,1975.0,Hoheluft-West,Hamburg,20253,5,20.004,53.58242486348888,9.96193021469682,2018,3,POINT (9.961930214696819 53.58242486348888),6337,39.7
135.012,4.5,2040.0,2022.0,Hammerbrook,Hamburg,20097,7,18.132,53.546976559843436,10.012435052107083,2018,8,POINT (10.01243505210708 53.54697655984344),6733,29.96
89.316,2.5,1317.6,1924.0,Ottensen,Hamburg,22763,7,17.7,53.5520129577919,9.914734472334828,2018,5,POINT (9.914734472334828 53.5520129577919),6034,38.71
102.0,4.5,960.0,1983.0,Bramfeld,Hamburg,22179,5,11.292,53.6029367086419,10.09329661330374,2018,1,POINT (10.09329661330374 53.6029367086419),7239,38.15
51.828,1.5,648.0,1975.0,Poppenbüttel,Hamburg,22393,1,15.0,53.6530471489724,10.100179115303007,2018,4,POINT (10.10017911530301 53.6530471489724),7245,47.77
76.77600000000001,2.5,1420.2479999999998,2022.0,HafenCity,"Hamburg, HafenCity",20457,7,22.2,53.543533679843634,9.995090600731237,2018,5,POINT (9.995090600731237 53.54353367984363),6533,50.0
57.6,2.5,864.0,1958.0,Barmbek-Süd,Hamburg,22083,5,18.0,53.58195110439362,10.038344910266316,2018,1,POINT (10.03834491026632 53.58195110439362),6837,37.43
30.0,1.5,624.0,1906.0,Altona-Altstadt,Hamburg,22767,1,24.96,53.554324610338,9.942954484446416,2018,7,POINT (9.942954484446416 53.554324610338),6234,34.86
72.0,3.0,780.0,1959.0,Wandsbek,Hamburg,22041,8,12.995999999999999,53.57816509607585,10.071938398878878,2018,4,POINT (10.07193839887888 53.57816509607585),7037,37.68
81.492,3.0,893.148,1952.0,Wandsbek,Hamburg,22049,10,13.152000000000001,53.5829087661097,10.07566587441447,2018,1,POINT (10.07566587441447 53.5829087661097),7137,37.68
70.308,2.5,936.0,1909.0,Langenhorn,Hamburg,22419,1,15.972000000000001,53.6740632882749,10.007378185177608,2018,12,POINT (10.00737818517761 53.6740632882749),6647,35.94
36.684,1.5,379.2,1966.0,Barmbek-Süd,Hamburg,22083,7,12.408,53.57641652560977,10.022835710179946,2018,10,POINT (10.02283571017995 53.57641652560977),6736,37.43
85.2,3.5,960.0,1966.0,Steilshoop,Hamburg,22309,17,13.524000000000001,53.60534604205078,10.05476802309499,2018,10,POINT (10.05476802309499 53.60534604205078),6940,33.59
